time	biomass	valine
0.0	0.1	100.0
0.050505050505050504	0.11389405691345102	99.99556779584461
0.10101010101010101	0.12971851445704607	99.9905197938882
0.15151515151515152	0.14774162590613152	99.98477042133594
0.20202020202020202	0.16826870067782349	99.97822228448378
0.25252525252525254	0.19164775761923117	99.97076436531948
0.30303030303030304	0.21827508584529365	99.96227024761538
0.35353535353535354	0.2486019461899066	99.95259597916545
0.40404040404040403	0.28314235398521626	99.94157758907876
0.45454545454545453	0.32248176127460615	99.92902831815346
0.5050505050505051	0.3672869524522606	99.91473546216781
0.5555555555555556	0.4183173336848743	99.89845677055462
0.6060606060606061	0.47643785887678436	99.87991632301842
0.6565656565656566	0.5426336075316555	99.85879987919755
0.7070707070707071	0.6180265146781099	99.83474954181784
0.7575757575757576	0.7038944170078774	99.80735768097468
0.8080808080808081	0.8016927057835511	99.77616002685527
0.8585858585858586	0.9130789953144364	99.74062780049495
0.9090909090909091	1.0399411836042447	99.70015876243055
0.9595959595959596	1.1844294598690979	99.6540670023021
1.0101010101010102	1.3489927653197347	99.60157130786341
1.0606060606060606	1.536420322851127	99.54178191701095
1.1111111111111112	1.749888888795099	99.4736854444749
1.1616161616161615	1.9930165418765844	99.396127723142
1.2121212121212122	2.2699240824292715	99.30779421770579
1.2626262626262625	2.5853048538645407	99.20718775161805
1.3131313131313131	2.9445042863175916	99.09260313266566
1.3636363636363635	3.3536104954677457	98.96209825194691
1.4141414141414141	3.8195574698930104	98.81346116710542
1.4646464646464645	4.350242597908223	98.64417261126876
1.5151515151515151	4.954660528222578	98.4513632914987
1.5656565656565655	5.643055614930593	98.23176525883908
1.6161616161616161	6.427095546798285	97.98165652057355
1.6666666666666667	7.320069105276869	97.6967979554192
1.7171717171717171	8.3371113954238	97.37236146486268
1.7676767676767677	9.49546037750023	97.0028481395807
1.8181818181818181	10.814749032829834	96.58199505853104
1.8686868686868687	12.317338120490644	96.10266913956777
1.9191919191919191	14.028695169793894	95.55674624084064
1.9696969696969697	15.97782666169099	94.93497329492615
2.0202020202020203	18.197768372451186	94.22681188919444
2.0707070707070705	20.726146353158885	93.42025931334959
2.121212121212121	23.605814404527024	92.50164520496418
2.1717171717171717	26.885580381980965	91.45539985815753
2.2222222222222223	30.621033445046915	90.26379033104084
2.2727272727272725	34.875486225544904	88.90661989406348
2.323232323232323	39.721047924512405	87.36088571209457
2.3737373737373737	45.23984656642788	85.6003889453255
2.4242424242424243	51.52542094384906	83.59529071893037
2.474747474747475	58.684305985370884	81.31160639068746
2.525252525252525	66.83783843470806	78.71062953935181
2.5757575757575757	76.12421287635459	75.74827609246987
2.6262626262626263	86.70082492564755	72.37433684874917
2.676767676767677	98.74693890620641	68.53162648895518
2.727272727272727	112.46672570152732	64.1550145012527
2.7777777777777777	128.09272502989307	59.17032071550959
2.8282828282828283	145.8897851476588	53.49305853794864
2.878787878787879	166.15954022227976	47.02700666915178
2.929292929292929	189.24554615386407	39.662570776984595
2.9797979797979797	215.53909469268774	31.2749287931092
3.0303030303030303	245.4858109674334	21.721926301475996
3.080808080808081	279.5932332275895	10.841658600498327
3.131313131313131	318.4167791127289	0.00378138751177309
3.1818181818181817	362.4393541659794	4.514281453953645e-08
3.2323232323232323	412.54868340567157	8.28867278213345e-11
3.282828282828283	469.586451894898	-2.4776718015283043e-12
3.3333333333333335	534.5097051543587	7.292591743761887e-12
3.3838383838383836	608.4091792982318	-3.952955222286562e-12
3.4343434343434343	692.524907103357	9.723072612660704e-11
3.484848484848485	788.2698427070474	4.333694946823168e-11
3.5353535353535355	897.2519373327244	-1.131516097048617e-09
3.5858585858585856	1021.3012641763991	-5.1473598231394084e-09
3.6363636363636362	1162.5008219235697	-1.4657006269380514e-08
3.686868686868687	1323.221852246496	-3.374000757717758e-08
3.7373737373737375	1506.1633228360392	-6.916108229877615e-08
3.7878787878787876	1714.4006748199845	-1.5313400355665458e-09
3.8383838383838382	1951.4268954624363	-2.860065281247432e-12
3.888888888888889	2221.224508327373	5.340403667087501e-12
3.9393939393939394	2528.3231780522524	-3.954317163917497e-13
3.9898989898989896	2877.8765126544513	5.873843826932055e-11
4.040404040404041	3275.7565847202613	-1.2835043947729306e-10
4.090909090909091	3728.6456122709055	-1.2124583333770475e-09
4.141414141414141	4244.148108391153	-4.074796427847101e-09
4.191919191919192	4830.920612105262	-9.637901453824351e-09
4.242424242424242	5498.817156056133	-1.8412764516268803e-08
4.292929292929293	6259.053741873878	-2.9523420764500724e-08
4.343434343434343	7124.396875139935	-3.891324154257467e-08
4.393939393939394	8109.378546568317	-3.6835909568014154e-08
4.444444444444445	9230.5389940534	-5.215730139472556e-09
4.494949494949495	10506.731122185396	6.431681004582485e-14
4.545454545454545	11959.341741095193	-4.1968475181350555e-13
4.595959595959596	13612.794567291336	1.8275104388164173e-13
4.646464646464646	15494.835305380591	2.2039127919551867e-12
4.696969696969697	17637.069276353275	5.829086593992129e-14
4.747474747474747	20075.477652396465	-2.6258405241212673e-11
4.797979797979798	22851.006540793675	1.3536871761607316e-11
4.848484848484849	26010.26210616664	-1.2896752971079212e-11
4.898989898989899	29606.298950959237	-1.309286383471033e-11
4.94949494949495	33699.504637548365	1.1883505334689402e-10
5.0	38358.613740821565	-1.2416074602017537e-10
